Year,SERIES,UNIT_MEASURE,Value
2000,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,15.24948
2001,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,16.11846
2002,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,16.08008
2003,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,16.43675
2004,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,17.45184
2005,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,16.46155
2006,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,18.72169
2007,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,18.7885
2008,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,20.3794
2009,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,23.78287
2010,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,25.7402
2011,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,28.10784
2012,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,21.81644
2013,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,24.029
2014,Ukupne emisije stakleničkih plinova bez LULUCF-a za strane koje nisu iz Aneksa I (ekvivalent Mt CO₂),Milion tona ekvivalenta CO2,25.74
