Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2017,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,2 Mbit/s do manje od 10 Mbit/s,9.86
2018,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,2 Mbit/s do manje od 10 Mbit/s,10.18
2019,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,2 Mbit/s do manje od 10 Mbit/s,9.29
2020,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,2 Mbit/s do manje od 10 Mbit/s,8.71
2021,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,2 Mbit/s do manje od 10 Mbit/s,8.82
2005,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,0.33
2006,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,0.99
2007,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,2.11
2008,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,4.78
2009,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,7.53
2010,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,10.26
2011,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,11.49
2012,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,12.77
2013,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,14.27
2014,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,15.19
2015,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,18.02
2016,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,19.03
2017,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,20.36
2018,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,21.07
2019,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,22.19
2020,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,23.22
2021,"Pretplate na fiksni širokopojasni pristup, po brzini (na 100 stanovnika)",Na 100 stanovnika,Bilo koja brzina,24.39
2010,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,5000.0
2011,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,7298.0
2012,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,8054.0
2013,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,71925.0
2014,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,93970.0
2015,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,122666.0
2016,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,195585.0
2017,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,333455.0
2018,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,339725.0
2019,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,400988.0
2020,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,455071.0
2021,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,10 Mbit/s ili više,485276.0
2010,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,267092.0
2011,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,131531.0
2012,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,100404.0
2013,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,83870.0
2014,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,47212.0
2015,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,32114.0
2016,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,31839.0
2017,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,27612.0
2018,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,30381.0
2019,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,32654.0
2020,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,26361.0
2021,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,256 kbit/s do manje od 2 Mbit/s,24240.0
2010,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,118810.0
2011,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,225685.0
2012,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,298318.0
2013,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,294484.0
2014,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,401223.0
2015,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,480208.0
2016,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,435044.0
2017,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,339280.0
2018,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,346260.0
2019,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,312245.0
2020,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,288992.0
2021,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,2 Mbit/s do manje od 10 Mbit/s,288377.0
2005,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,13702.0
2006,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,40000.0
2007,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,84691.0
2008,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,188460.0
2009,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,292113.0
2010,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,390902.0
2011,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,430247.0
2012,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,469397.0
2013,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,516104.0
2014,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,542405.0
2015,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,634987.0
2016,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,662468.0
2017,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,700347.0
2018,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,716366.0
2019,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,745887.0
2020,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,770424.0
2021,"Broj pretplatnika fiksnog širokopojasnog pristupa internetu, prema brzini (broj)",Broj,Bilo koja brzina,797893.0
