Year,SERIES,UNIT_MEASURE,Value
2010,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,1.349218
2011,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,1.567778
2012,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,1.765286
2013,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,2.311288
2014,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,2.119057
2015,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,2.119057
2016,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,1.992465
2017,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,3.16746
2018,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,4.587223
2019,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,5.74539
2020,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,3.832425
2021,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,3.739739
2022,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,3.154642
2023,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (milioni konstantnih američkih dolara iz 2023. godine)",Milioni konstantni američki dolari,3.816201
