Year,UNIT_MEASURE,Tip,Value
Q1 2019,OOOt,Prеvеzеnо tоnа rоbе,3340.0
Q2 2019,OOOt,Prеvеzеnо tоnа rоbе,3686.0
Q3 2019,OOOt,Prеvеzеnо tоnа rоbе,3345.0
Q1 2020,OOOt,Prеvеzеnо tоnа rоbе,2864.0
Q2 2020,OOOt,Prеvеzеnо tоnа rоbе,3898.0
Q3 2020,OOOt,Prеvеzеnо tоnа rоbе,2801.0
