Year,SERIES,UNIT_MEASURE,Value
2003,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2004,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2005,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2006,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2007,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2008,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2009,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2010,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2011,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2012,Udio lokalnih pasmina klasificiranih kao rizične kao udio lokalnih pasmina s poznatom razinom rizika od izumiranja (%),Procenat,25
2000,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,0
2001,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,1
2002,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,1
2003,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,0
2004,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,0
2005,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,0
2006,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2007,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2008,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2009,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2010,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2011,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2012,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,15
2013,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2014,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2015,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2016,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2017,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2018,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2019,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2020,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2021,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2022,Broj lokalnih pasmina s nepoznatim statusom rizika (broj),Broj,19
2000,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,1
2001,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,1
2002,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,1
2003,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,4
2004,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,4
2005,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,4
2006,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2007,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2008,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2009,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2010,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2011,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2012,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2013,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2014,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2015,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2016,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2017,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2018,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2019,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2020,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2021,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
2022,Broj lokalnih pasmina (koje nisu izumrle) (broj),Broj,19
