Year,SERIES,UNIT_MEASURE,Value
2000,Indeks crvene liste,Index,0.89074
2001,Indeks crvene liste,Index,0.88685
2002,Indeks crvene liste,Index,0.88323
2003,Indeks crvene liste,Index,0.87941
2004,Indeks crvene liste,Index,0.87568
2005,Indeks crvene liste,Index,0.87188
2010,Indeks crvene liste,Index,0.8559
2015,Indeks crvene liste,Index,0.84613
2016,Indeks crvene liste,Index,0.84425
2017,Indeks crvene liste,Index,0.84237
2018,Indeks crvene liste,Index,0.84042
2019,Indeks crvene liste,Index,0.83808
2020,Indeks crvene liste,Index,0.83614
2021,Indeks crvene liste,Index,0.83388
2022,Indeks crvene liste,Index,0.8319
2023,Indeks crvene liste,Index,0.82985
2024,Indeks crvene liste,Index,0.82794
2025,Indeks crvene liste,Index,0.82639
