Year,SERIES,UNIT_MEASURE,Value
2000,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,158
2001,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,141
2002,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,87
2003,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,84
2004,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,103
2005,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,87
2006,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,73
2007,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,99
2008,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,73
2009,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,74
2010,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,57
2011,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,59
2012,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,61
2013,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,54
2014,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,51
2015,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,46
2016,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,38
2017,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,32
2018,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,28
2019,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,25
2020,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,25
2021,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,23
2022,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,21
2023,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,20
2024,Učestalost tuberkuloze (na 100.000 stanovnika),Na 100 000 stanovnika,21
