Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2018,SP_DYN_ADKL,Na 1 000 stanovnika,10 do 14 godina,Žene,0.06
2019,SP_DYN_ADKL,Na 1 000 stanovnika,10 do 14 godina,Žene,0.04
2018,SP_DYN_ADKL,Na 1 000 stanovnika,15 do 19 godina,Žene,9.9
2019,SP_DYN_ADKL,Na 1 000 stanovnika,15 do 19 godina,Žene,9.7
