Year,SERIES,UNIT_MEASURE,Value
2000,FI_FSI_FSLS,Procenat,54.0494
2001,FI_FSI_FSLS,Procenat,65.07871
2002,FI_FSI_FSLS,Procenat,51.51903
2003,FI_FSI_FSLS,Procenat,58.73752
2004,FI_FSI_FSLS,Procenat,59.52544
2005,FI_FSI_FSLS,Procenat,61.91274
2006,FI_FSI_FSLS,Procenat,60.77306
2007,FI_FSI_FSLS,Procenat,61.28471
2008,FI_FSI_FSLS,Procenat,78.89405
2009,FI_FSI_FSLS,Procenat,81.60722
2010,FI_FSI_FSLS,Procenat,71.74154
2011,FI_FSI_FSLS,Procenat,67.32943
2012,FI_FSI_FSLS,Procenat,65.28876
2013,FI_FSI_FSLS,Procenat,65.89659
2014,FI_FSI_FSLS,Procenat,65.61993
2015,FI_FSI_FSLS,Procenat,61.92074
2016,FI_FSI_FSLS,Procenat,61.61892
2017,FI_FSI_FSLS,Procenat,59.85051
2018,FI_FSI_FSLS,Procenat,60.43847
2019,FI_FSI_FSLS,Procenat,61.03062
2020,FI_FSI_FSLS,Procenat,51.34221
2021,FI_FSI_FSLS,Procenat,51.2768
2003,FI_FSI_FSSNO,Procenat,33.09814
2004,FI_FSI_FSSNO,Procenat,9.20791
2005,FI_FSI_FSSNO,Procenat,6.34987
2006,FI_FSI_FSSNO,Procenat,6.81397
2007,FI_FSI_FSSNO,Procenat,4.3397
2008,FI_FSI_FSSNO,Procenat,4.61266
2009,FI_FSI_FSSNO,Procenat,1.31004
2010,FI_FSI_FSSNO,Procenat,3.41532
2011,FI_FSI_FSSNO,Procenat,12.70493
2012,FI_FSI_FSSNO,Procenat,4.41682
2013,FI_FSI_FSSNO,Procenat,5.72097
2014,FI_FSI_FSSNO,Procenat,9.85365
2015,FI_FSI_FSSNO,Procenat,8.30719
2016,FI_FSI_FSSNO,Procenat,1.58889
2017,FI_FSI_FSSNO,Procenat,-0.21428
2018,FI_FSI_FSSNO,Procenat,2.10767
2019,FI_FSI_FSSNO,Procenat,3.42322
2020,FI_FSI_FSSNO,Procenat,4.17421
2021,FI_FSI_FSSNO,Procenat,3.9976
2000,FI_FSI_FSKNL,Procenat,30.30251
2001,FI_FSI_FSKNL,Procenat,33.46471
2002,FI_FSI_FSKNL,Procenat,24.41932
2003,FI_FSI_FSKNL,Procenat,19.77382
2004,FI_FSI_FSKNL,Procenat,15.53339
2005,FI_FSI_FSKNL,Procenat,15.65278
2006,FI_FSI_FSKNL,Procenat,11.76116
2007,FI_FSI_FSKNL,Procenat,9.53645
2008,FI_FSI_FSKNL,Procenat,10.27404
2009,FI_FSI_FSKNL,Procenat,19.64209
2010,FI_FSI_FSKNL,Procenat,32.8362
2011,FI_FSI_FSKNL,Procenat,20.59918
2012,FI_FSI_FSKNL,Procenat,24.78804
2013,FI_FSI_FSKNL,Procenat,26.44458
2014,FI_FSI_FSKNL,Procenat,24.63512
2015,FI_FSI_FSKNL,Procenat,24.8954
2016,FI_FSI_FSKNL,Procenat,17.55071
2017,FI_FSI_FSKNL,Procenat,13.51627
2018,FI_FSI_FSKNL,Procenat,11.42326
2019,FI_FSI_FSKNL,Procenat,9.61235
2020,FI_FSI_FSKNL,Procenat,7.3803
2021,FI_FSI_FSKNL,Procenat,6.9967
2000,FI_FSI_FSANL,Procenat,21.21596
2001,FI_FSI_FSANL,Procenat,17.9071
2002,FI_FSI_FSANL,Procenat,11.01722
2003,FI_FSI_FSANL,Procenat,8.38583
2004,FI_FSI_FSANL,Procenat,6.07354
2005,FI_FSI_FSANL,Procenat,5.2756
2006,FI_FSI_FSANL,Procenat,3.99876
2007,FI_FSI_FSANL,Procenat,3.01859
2008,FI_FSI_FSANL,Procenat,3.0912
2009,FI_FSI_FSANL,Procenat,5.87121
2010,FI_FSI_FSANL,Procenat,11.42178
2011,FI_FSI_FSANL,Procenat,11.79971
2012,FI_FSI_FSANL,Procenat,13.46569
2013,FI_FSI_FSANL,Procenat,15.11985
2014,FI_FSI_FSANL,Procenat,14.16531
2015,FI_FSI_FSANL,Procenat,13.70842
2016,FI_FSI_FSANL,Procenat,11.77772
2017,FI_FSI_FSANL,Procenat,10.04628
2018,FI_FSI_FSANL,Procenat,8.770334
2019,FI_FSI_FSANL,Procenat,7.41166
2020,FI_FSI_FSANL,Procenat,6.1224
2021,FI_FSI_FSANL,Procenat,5.7789
2000,FI_FSI_FSKRTC,Procenat,26.47587
2001,FI_FSI_FSKRTC,Procenat,22.35867
2002,FI_FSI_FSKRTC,Procenat,18.94798
2003,FI_FSI_FSKRTC,Procenat,15.92226
2004,FI_FSI_FSKRTC,Procenat,14.92504
2005,FI_FSI_FSKRTC,Procenat,13.67148
2006,FI_FSI_FSKRTC,Procenat,13.61705
2007,FI_FSI_FSKRTC,Procenat,12.59725
2008,FI_FSI_FSKRTC,Procenat,12.00377
2009,FI_FSI_FSKRTC,Procenat,12.39212
2010,FI_FSI_FSKRTC,Procenat,12.64014
2011,FI_FSI_FSKRTC,Procenat,13.56927
2012,FI_FSI_FSKRTC,Procenat,14.06259
2013,FI_FSI_FSKRTC,Procenat,15.23422
2014,FI_FSI_FSKRTC,Procenat,14.34523
2015,FI_FSI_FSKRTC,Procenat,13.76124
2016,FI_FSI_FSKRTC,Procenat,15.02839
2017,FI_FSI_FSKRTC,Procenat,14.76778
2018,FI_FSI_FSKRTC,Procenat,16.48705
2019,FI_FSI_FSKRTC,Procenat,17.47287
2020,FI_FSI_FSKRTC,Procenat,18.0835
