Year,SERIES,UNIT_MEASURE,Value
2003,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,23.95627
2004,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,22.84454
2005,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.41298
2006,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,44.2008
2007,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,44.9061
2008,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,43.6401
2009,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.7375
2010,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.8564
2011,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,43.3316
2012,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,43.7502
2013,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.6583
2014,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,43.8087
2015,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.6393
2016,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.185
2017,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.3841
2018,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,42.4323
2019,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.9677
2020,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.5541
2021,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.0081
2022,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,39.9249
2023,Ukupni državni prihodi (budžetska centralna vlada) kao udio BDP-a (%),Procenat,41.2449
2003,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),3519.0779
2004,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),3654.7027
2005,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),7122.063
2006,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),8586.4407
2007,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),9832.6954
2008,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),10903.0922
2009,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),10342.5251
2010,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),10862.5909
2011,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),11357.0551
2012,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),11459.5153
2013,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),11408.1339
2014,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),11961.6905
2015,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),12335.0872
2016,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),12767.3369
2017,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),13479.2972
2018,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),14402.2588
2019,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),15018.0991
2020,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),14430.7042
2021,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),16052.7532
2022,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),18212.8922
2023,"Ukupni državni prihodi, u lokalnoj valuti",Lokalna valuta (milioni),20308.7072
