Year,Value,UNIT_MEASURE,SERIES
2015,,NUMBER,SG_NHR_IMPLN
2016,,NUMBER,SG_NHR_IMPLN
2017,,NUMBER,SG_NHR_IMPLN
2018,,NUMBER,SG_NHR_IMPLN
2019,,NUMBER,SG_NHR_IMPLN
2020,,NUMBER,SG_NHR_IMPLN
2021,,NUMBER,SG_NHR_IMPLN
2022,,NUMBER,SG_NHR_IMPLN
2023,,NUMBER,SG_NHR_IMPLN
2024,,NUMBER,SG_NHR_IMPLN
2000,0.0,NUMBER,SG_NHR_CMPLNC
2005,2.0,NUMBER,SG_NHR_CMPLNC
2010,2.0,NUMBER,SG_NHR_CMPLNC
2015,2.0,NUMBER,SG_NHR_CMPLNC
2016,2.0,NUMBER,SG_NHR_CMPLNC
2017,2.0,NUMBER,SG_NHR_CMPLNC
2018,2.0,NUMBER,SG_NHR_CMPLNC
2019,2.0,NUMBER,SG_NHR_CMPLNC
2020,2.0,NUMBER,SG_NHR_CMPLNC
2021,2.0,NUMBER,SG_NHR_CMPLNC
2022,2.0,NUMBER,SG_NHR_CMPLNC
2023,2.0,NUMBER,SG_NHR_CMPLNC
2024,2.0,NUMBER,SG_NHR_CMPLNC
2015,100.0,PT,SG_NHR_IMPL
2016,100.0,PT,SG_NHR_IMPL
2017,100.0,PT,SG_NHR_IMPL
2018,100.0,PT,SG_NHR_IMPL
2019,100.0,PT,SG_NHR_IMPL
2020,100.0,PT,SG_NHR_IMPL
2021,100.0,PT,SG_NHR_IMPL
2022,100.0,PT,SG_NHR_IMPL
2023,100.0,PT,SG_NHR_IMPL
2024,100.0,PT,SG_NHR_IMPL
