Year,Value,UNIT_MEASURE,SERIES
2010,1.349218,CON_USD_M,DC_TOF_SCHIPSL
2011,1.567778,CON_USD_M,DC_TOF_SCHIPSL
2012,1.765286,CON_USD_M,DC_TOF_SCHIPSL
2013,2.311288,CON_USD_M,DC_TOF_SCHIPSL
2014,2.119057,CON_USD_M,DC_TOF_SCHIPSL
2015,2.119057,CON_USD_M,DC_TOF_SCHIPSL
2016,1.992465,CON_USD_M,DC_TOF_SCHIPSL
2017,3.16746,CON_USD_M,DC_TOF_SCHIPSL
2018,4.587223,CON_USD_M,DC_TOF_SCHIPSL
2019,5.74539,CON_USD_M,DC_TOF_SCHIPSL
2020,3.832425,CON_USD_M,DC_TOF_SCHIPSL
2021,3.739739,CON_USD_M,DC_TOF_SCHIPSL
2022,3.154642,CON_USD_M,DC_TOF_SCHIPSL
2023,3.816201,CON_USD_M,DC_TOF_SCHIPSL
