Year,Value,UNIT_MEASURE,SERIES
2000,144.998375,CON_USD,DC_TOF_INFRAL
2001,148.152951,CON_USD,DC_TOF_INFRAL
2002,72.477524,CON_USD,DC_TOF_INFRAL
2003,67.152718,CON_USD,DC_TOF_INFRAL
2004,174.40491,CON_USD,DC_TOF_INFRAL
2005,115.333942,CON_USD,DC_TOF_INFRAL
2006,60.697177,CON_USD,DC_TOF_INFRAL
2007,49.177688,CON_USD,DC_TOF_INFRAL
2008,120.241041,CON_USD,DC_TOF_INFRAL
2009,313.513518,CON_USD,DC_TOF_INFRAL
2010,400.148916,CON_USD,DC_TOF_INFRAL
2011,402.328354,CON_USD,DC_TOF_INFRAL
2012,503.505481,CON_USD,DC_TOF_INFRAL
2013,503.102272,CON_USD,DC_TOF_INFRAL
2014,448.323311,CON_USD,DC_TOF_INFRAL
2015,329.215132,CON_USD,DC_TOF_INFRAL
2016,355.291126,CON_USD,DC_TOF_INFRAL
2017,287.598142,CON_USD,DC_TOF_INFRAL
2018,280.342752,CON_USD,DC_TOF_INFRAL
2019,396.367073,CON_USD,DC_TOF_INFRAL
2020,552.64742,CON_USD,DC_TOF_INFRAL
2021,502.431713,CON_USD,DC_TOF_INFRAL
2022,343.867054,CON_USD,DC_TOF_INFRAL
2023,307.860429,CON_USD,DC_TOF_INFRAL
