Year,Value,UNIT_MEASURE,SERIES
2005,731,CU_USD_M,DC_TRF_TOTL
2006,1196,CU_USD_M,DC_TRF_TOTL
2007,1281,CU_USD_M,DC_TRF_TOTL
2008,1295,CU_USD_M,DC_TRF_TOTL
2009,580,CU_USD_M,DC_TRF_TOTL
2010,936,CU_USD_M,DC_TRF_TOTL
2011,668,CU_USD_M,DC_TRF_TOTL
2012,1091,CU_USD_M,DC_TRF_TOTL
2013,986,CU_USD_M,DC_TRF_TOTL
2014,551,CU_USD_M,DC_TRF_TOTL
2015,946,CU_USD_M,DC_TRF_TOTL
2016,656,CU_USD_M,DC_TRF_TOTL
2017,1008,CU_USD_M,DC_TRF_TOTL
2018,993,CU_USD_M,DC_TRF_TOTL
2019,691,CU_USD_M,DC_TRF_TOTL
2020,789,CU_USD_M,DC_TRF_TOTL
2021,1093,CU_USD_M,DC_TRF_TOTL
2022,448,CU_USD_M,DC_TRF_TOTL
