Year,Value,UNIT_MEASURE,SERIES
2000,85.0,PT,SH_ACS_DTP3
2001,91.0,PT,SH_ACS_DTP3
2002,80.0,PT,SH_ACS_DTP3
2003,87.0,PT,SH_ACS_DTP3
2004,84.0,PT,SH_ACS_DTP3
2005,93.0,PT,SH_ACS_DTP3
2006,87.0,PT,SH_ACS_DTP3
2007,95.0,PT,SH_ACS_DTP3
2008,91.0,PT,SH_ACS_DTP3
2009,90.0,PT,SH_ACS_DTP3
2010,89.0,PT,SH_ACS_DTP3
2011,88.0,PT,SH_ACS_DTP3
2012,92.0,PT,SH_ACS_DTP3
2013,89.0,PT,SH_ACS_DTP3
2014,86.0,PT,SH_ACS_DTP3
2015,82.0,PT,SH_ACS_DTP3
2016,78.0,PT,SH_ACS_DTP3
2017,75.0,PT,SH_ACS_DTP3
2018,73.0,PT,SH_ACS_DTP3
2019,73.0,PT,SH_ACS_DTP3
2020,72.0,PT,SH_ACS_DTP3
2021,76.0,PT,SH_ACS_DTP3
2022,75.0,PT,SH_ACS_DTP3
2023,73.0,PT,SH_ACS_DTP3
2024,79.0,PT,SH_ACS_DTP3
2000,74.0,PT,SH_ACS_MCV2
2001,86.0,PT,SH_ACS_MCV2
2002,90.0,PT,SH_ACS_MCV2
2003,85.0,PT,SH_ACS_MCV2
2004,88.0,PT,SH_ACS_MCV2
2005,90.0,PT,SH_ACS_MCV2
2006,93.0,PT,SH_ACS_MCV2
2007,95.0,PT,SH_ACS_MCV2
2008,92.0,PT,SH_ACS_MCV2
2009,88.0,PT,SH_ACS_MCV2
2010,91.0,PT,SH_ACS_MCV2
2011,88.0,PT,SH_ACS_MCV2
2012,94.0,PT,SH_ACS_MCV2
2013,93.0,PT,SH_ACS_MCV2
2014,92.0,PT,SH_ACS_MCV2
2015,88.0,PT,SH_ACS_MCV2
2016,78.0,PT,SH_ACS_MCV2
2017,80.0,PT,SH_ACS_MCV2
2018,76.0,PT,SH_ACS_MCV2
2019,68.0,PT,SH_ACS_MCV2
2020,60.0,PT,SH_ACS_MCV2
2021,63.0,PT,SH_ACS_MCV2
2022,60.0,PT,SH_ACS_MCV2
2023,63.0,PT,SH_ACS_MCV2
2024,71.0,PT,SH_ACS_MCV2
2008,,PT,SH_ACS_PCV3
2009,,PT,SH_ACS_PCV3
2010,,PT,SH_ACS_PCV3
2011,,PT,SH_ACS_PCV3
2012,,PT,SH_ACS_PCV3
2013,,PT,SH_ACS_PCV3
2014,,PT,SH_ACS_PCV3
2015,,PT,SH_ACS_PCV3
2016,,PT,SH_ACS_PCV3
2017,,PT,SH_ACS_PCV3
2018,,PT,SH_ACS_PCV3
2019,,PT,SH_ACS_PCV3
2023,5.0,PT,SH_ACS_PCV3
2024,9.0,PT,SH_ACS_PCV3
