Year,Value,UNIT_MEASURE,SERIES
2000,,IX,SH_ACS_UNHC
2005,,IX,SH_ACS_UNHC
2010,,IX,SH_ACS_UNHC
2015,,IX,SH_ACS_UNHC
2017,,IX,SH_ACS_UNHC
2019,,IX,SH_ACS_UNHC
2021,,IX,SH_ACS_UNHC
2000,54.0,IX,SH_ACS_UNHC_25
2001,54.0,IX,SH_ACS_UNHC_25
2002,55.0,IX,SH_ACS_UNHC_25
2003,55.0,IX,SH_ACS_UNHC_25
2004,56.0,IX,SH_ACS_UNHC_25
2005,56.0,IX,SH_ACS_UNHC_25
2006,57.0,IX,SH_ACS_UNHC_25
2007,57.0,IX,SH_ACS_UNHC_25
2008,58.0,IX,SH_ACS_UNHC_25
2009,58.0,IX,SH_ACS_UNHC_25
2010,59.0,IX,SH_ACS_UNHC_25
2011,60.0,IX,SH_ACS_UNHC_25
2012,61.0,IX,SH_ACS_UNHC_25
2013,62.0,IX,SH_ACS_UNHC_25
2014,63.0,IX,SH_ACS_UNHC_25
2015,64.0,IX,SH_ACS_UNHC_25
2016,65.0,IX,SH_ACS_UNHC_25
2017,62.0,IX,SH_ACS_UNHC_25
2018,63.0,IX,SH_ACS_UNHC_25
2019,64.0,IX,SH_ACS_UNHC_25
2020,64.0,IX,SH_ACS_UNHC_25
2021,64.0,IX,SH_ACS_UNHC_25
2022,64.0,IX,SH_ACS_UNHC_25
2023,64.0,IX,SH_ACS_UNHC_25
