Year,Value,UNIT_MEASURE,SERIES
2016,22.73,PT,SH_BLD_ECOLI
2017,24.87,PT,SH_BLD_ECOLI
2018,20.16,PT,SH_BLD_ECOLI
2019,20.34,PT,SH_BLD_ECOLI
2016,17.97,PT,SH_BLD_MRSA
2017,25.81,PT,SH_BLD_MRSA
2018,16.3,PT,SH_BLD_MRSA
2019,10.55,PT,SH_BLD_MRSA
