Year,Value,UNIT_MEASURE,SERIES
2000,52,PT,EG_EGY_CLEAN
2001,51,PT,EG_EGY_CLEAN
2002,51,PT,EG_EGY_CLEAN
2003,51,PT,EG_EGY_CLEAN
2004,49,PT,EG_EGY_CLEAN
2005,49,PT,EG_EGY_CLEAN
2006,48,PT,EG_EGY_CLEAN
2007,47,PT,EG_EGY_CLEAN
2008,47,PT,EG_EGY_CLEAN
2009,46,PT,EG_EGY_CLEAN
2010,45,PT,EG_EGY_CLEAN
2011,45,PT,EG_EGY_CLEAN
2012,44,PT,EG_EGY_CLEAN
2013,44,PT,EG_EGY_CLEAN
2014,44,PT,EG_EGY_CLEAN
2015,44,PT,EG_EGY_CLEAN
2016,45,PT,EG_EGY_CLEAN
2017,45,PT,EG_EGY_CLEAN
2018,45,PT,EG_EGY_CLEAN
2019,45,PT,EG_EGY_CLEAN
2020,41,PT,EG_EGY_CLEAN
2021,42,PT,EG_EGY_CLEAN
