Year,Value,UNIT_MEASURE,SERIES
2000,1.083,PER_100_POP,IT_USE_II99
2001,1.201,PER_100_POP,IT_USE_II99
2002,2.648,PER_100_POP,IT_USE_II99
2003,3.965,PER_100_POP,IT_USE_II99
2004,15.469,PER_100_POP,IT_USE_II99
2005,21.327,PER_100_POP,IT_USE_II99
2006,25.122,PER_100_POP,IT_USE_II99
2007,27.92,PER_100_POP,IT_USE_II99
2008,34.66,PER_100_POP,IT_USE_II99
2009,37.74,PER_100_POP,IT_USE_II99
2010,42.75,PER_100_POP,IT_USE_II99
2011,43.888,PER_100_POP,IT_USE_II99
2012,45.065,PER_100_POP,IT_USE_II99
2013,48.521,PER_100_POP,IT_USE_II99
2014,49.918,PER_100_POP,IT_USE_II99
2015,52.6,PER_100_POP,IT_USE_II99
2016,60.257,PER_100_POP,IT_USE_II99
2017,64.892,PER_100_POP,IT_USE_II99
2018,70.12,PER_100_POP,IT_USE_II99
