Year,Value,UNIT_MEASURE,SERIES
2000,20.09,CON_USD_M,DC_TOF_WASHL
2001,43.6,CON_USD_M,DC_TOF_WASHL
2002,10.37,CON_USD_M,DC_TOF_WASHL
2003,14.92,CON_USD_M,DC_TOF_WASHL
2004,45.95,CON_USD_M,DC_TOF_WASHL
2005,22.07,CON_USD_M,DC_TOF_WASHL
2006,17.24,CON_USD_M,DC_TOF_WASHL
2007,18.18,CON_USD_M,DC_TOF_WASHL
2008,15.69,CON_USD_M,DC_TOF_WASHL
2009,19.39,CON_USD_M,DC_TOF_WASHL
2010,30.86,CON_USD_M,DC_TOF_WASHL
2011,47.38,CON_USD_M,DC_TOF_WASHL
2012,46.88,CON_USD_M,DC_TOF_WASHL
2013,40.77,CON_USD_M,DC_TOF_WASHL
2014,47.15,CON_USD_M,DC_TOF_WASHL
2015,75.76,CON_USD_M,DC_TOF_WASHL
2016,53.98,CON_USD_M,DC_TOF_WASHL
2017,53.99,CON_USD_M,DC_TOF_WASHL
2018,18.43,CON_USD_M,DC_TOF_WASHL
2019,29.95,CON_USD_M,DC_TOF_WASHL
2020,24.44,CON_USD_M,DC_TOF_WASHL
2021,22.15,CON_USD_M,DC_TOF_WASHL
2022,7.79,CON_USD_M,DC_TOF_WASHL
2023,21.92,CON_USD_M,DC_TOF_WASHL
