Year,Value,UNIT_MEASURE,SERIES
2008,0,NUMBER,ST_EEV_ACCSEEA
2009,0,NUMBER,ST_EEV_ACCSEEA
2010,0,NUMBER,ST_EEV_ACCSEEA
2011,0,NUMBER,ST_EEV_ACCSEEA
2012,0,NUMBER,ST_EEV_ACCSEEA
2013,0,NUMBER,ST_EEV_ACCSEEA
2014,0,NUMBER,ST_EEV_ACCSEEA
2015,0,NUMBER,ST_EEV_ACCSEEA
2016,0,NUMBER,ST_EEV_ACCSEEA
2017,0,NUMBER,ST_EEV_ACCSEEA
2018,0,NUMBER,ST_EEV_ACCSEEA
2019,0,NUMBER,ST_EEV_ACCSEEA
2020,0,NUMBER,ST_EEV_ACCSEEA
2008,0,NUMBER,ST_EEV_ACCTSA
2009,0,NUMBER,ST_EEV_ACCTSA
2010,0,NUMBER,ST_EEV_ACCTSA
2011,0,NUMBER,ST_EEV_ACCTSA
2012,0,NUMBER,ST_EEV_ACCTSA
2013,0,NUMBER,ST_EEV_ACCTSA
2014,0,NUMBER,ST_EEV_ACCTSA
2015,0,NUMBER,ST_EEV_ACCTSA
2016,0,NUMBER,ST_EEV_ACCTSA
2017,0,NUMBER,ST_EEV_ACCTSA
2018,0,NUMBER,ST_EEV_ACCTSA
2019,0,NUMBER,ST_EEV_ACCTSA
2020,0,NUMBER,ST_EEV_ACCTSA
2008,0,NUMBER,ST_EEV_STDACCT
2009,0,NUMBER,ST_EEV_STDACCT
2010,0,NUMBER,ST_EEV_STDACCT
2011,0,NUMBER,ST_EEV_STDACCT
2012,0,NUMBER,ST_EEV_STDACCT
2013,0,NUMBER,ST_EEV_STDACCT
2014,0,NUMBER,ST_EEV_STDACCT
2015,0,NUMBER,ST_EEV_STDACCT
2016,0,NUMBER,ST_EEV_STDACCT
2017,0,NUMBER,ST_EEV_STDACCT
2018,0,NUMBER,ST_EEV_STDACCT
2019,0,NUMBER,ST_EEV_STDACCT
2020,0,NUMBER,ST_EEV_STDACCT
