Year,Value,UNIT_MEASURE,SERIES
2003,0.01854,PT,Research and development expenditure as a proportion of GDP
2004,0.01524,PT,Research and development expenditure as a proportion of GDP
2005,0.02697,PT,Research and development expenditure as a proportion of GDP
2006,0.01969,PT,Research and development expenditure as a proportion of GDP
2007,0.02521,PT,Research and development expenditure as a proportion of GDP
2008,0.01842,PT,Research and development expenditure as a proportion of GDP
2009,0.02106,PT,Research and development expenditure as a proportion of GDP
2012,0.26533,PT,Research and development expenditure as a proportion of GDP
2013,0.32132,PT,Research and development expenditure as a proportion of GDP
2014,0.25725,PT,Research and development expenditure as a proportion of GDP
2015,0.2186,PT,Research and development expenditure as a proportion of GDP
2016,0.21594,PT,Research and development expenditure as a proportion of GDP
2017,0.20048,PT,Research and development expenditure as a proportion of GDP
2018,0.19485,PT,Research and development expenditure as a proportion of GDP
2019,0.1926,PT,Research and development expenditure as a proportion of GDP
2020,0.2061,PT,Research and development expenditure as a proportion of GDP
2021,0.1928,PT,Research and development expenditure as a proportion of GDP
