Year,Value,UNIT_MEASURE,SERIES
2014,,TONNES,Electronic waste recycling (Tonnes)
2015,,TONNES,Electronic waste recycling (Tonnes)
2016,,TONNES,Electronic waste recycling (Tonnes)
2017,,TONNES,Electronic waste recycling (Tonnes)
2018,,TONNES,Electronic waste recycling (Tonnes)
2019,,TONNES,Electronic waste recycling (Tonnes)
2014,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2015,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2016,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2017,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2018,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2019,,Kilograms,"Electronic waste recycling, per capita (Kg)"
2014,,Percent,"Electronic waste recycling, rate (%)"
2012,0.0,Percent,Proportion of municipal waste recycled (%)
2014,0.0,Percent,Proportion of municipal waste recycled (%)
2015,0.0,Percent,Proportion of municipal waste recycled (%)
2016,0.0,Percent,Proportion of municipal waste recycled (%)
2017,0.0,Percent,Proportion of municipal waste recycled (%)
2014,0.0,TONNES,Municipal waste recycled (Tonnes)
2015,0.0,TONNES,Municipal waste recycled (Tonnes)
2016,0.0,TONNES,Municipal waste recycled (Tonnes)
2017,0.0,TONNES,Municipal waste recycled (Tonnes)
