Year,Value,UNIT_MEASURE,SERIES
2010,807404829,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2011,909534613,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2012,828592009,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2013,867795096,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2014,1055825315,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2015,840479293,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2016,820185918,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2017,994149740,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2018,1106899767,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2019,1099211448,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2020,1135049964,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2021,1305165479,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2022,1420014541,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2023,1525228383,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2024,1518653121,(Current United States dollars),Total trade of tracked Environmentally Sound Technologies (current United States dollars)
2010,259121986,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2011,292867322,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2012,249659960,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2013,287045317,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2014,316051618,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2015,264719782,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2016,268504132,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2017,325846642,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2018,371773743,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2019,423096732,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2020,440116863,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2021,532174781,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2022,566383147,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2023,608733402,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2024,617290361,(Current United States dollars),Amount of tracked exported Environmentally Sound Technologies (current United States dollars)
2010,548282843,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2011,616667292,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2012,578932049,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2013,580749777,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2014,739773696,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2015,575759510,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2016,551681782,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2017,668303000,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2018,735125933,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2019,676114612,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2020,694933101,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2021,772990698,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2022,853631393,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2023,916494981,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
2024,901362760,(Current United States dollars),Amount of tracked imported Environmentally Sound Technologies (current United States dollars)
