Year,Value,UNIT_MEASURE,SERIES
2017,61,PT,Degree of integrated water resources management implementation
2020,53,PT,Degree of integrated water resources management implementation
2017,66,PT,"Degree of integrated water resources management implementation, enabling environment"
2020,60,PT,"Degree of integrated water resources management implementation, enabling environment"
2017,62,PT,"Degree of integrated water resources management implementation, institutions and participation"
2020,53,PT,"Degree of integrated water resources management implementation, institutions and participation"
2017,62,PT,"Degree of integrated water resources management implementation, management instruments"
2020,56,PT,"Degree of integrated water resources management implementation, management instruments"
2017,53,PT,"Degree of integrated water resources management implementation, financing"
2020,43,PT,"Degree of integrated water resources management implementation, financing"
