Year,Value,UNIT_MEASURE,SERIES
2006,0.40624,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2007,0.40485,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2008,0.4219,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2009,0.4341,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2010,0.43634,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2011,0.49381,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2012,0.46067,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2013,0.44718,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2014,0.3944,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2015,0.38076,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2016,0.42053,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2017,0.41305,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2018,0.39604,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2019,0.35931,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2020,0.3662,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2021,0.34399,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2022,0.32844,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
2023,0.29842,Kilograms per constant USD,Carbon dioxide emissions per unit of GDP (kilogrammes of CO2 per constant 2021 United States dollars)
