Year,Value,UNIT_MEASURE,SERIES
2016,,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2017,,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2018,,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2019,,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2020,55.7833,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2022,62.8417,Index,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index)
2016,65.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2017,65.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2018,60.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2019,60.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2020,60.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2021,80.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2022,80.0,Index,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index)
2022,48.6,Index,Open Data Inventory (ODIN) Coverage Index
2024,51.4,Index,Open Data Inventory (ODIN) Coverage Index
