Year,Value,UNIT_MEASURE,SERIES
2000,154.28,Tonnes per hectare,Above-ground biomass in forest (tonnes per hectare)
2010,168.49,Tonnes per hectare,Above-ground biomass in forest (tonnes per hectare)
2015,168.33,Tonnes per hectare,Above-ground biomass in forest (tonnes per hectare)
2020,169.03,Tonnes per hectare,Above-ground biomass in forest (tonnes per hectare)
2010,-0.45,Percent,Annual forest area change rate (%)
2015,0.15,Percent,Annual forest area change rate (%)
2000,0.0,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2010,108.69,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2015,1496.12,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2016,1495.53,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2017,1532.62,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2018,1654.459,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2020,1888.803,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2022,1969.29,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2023,2003.53,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
2024,2005.49,Thousands of hectares,Forest area certified under an independently verified certification scheme (thousands of hectares)
