Year,Value,UNIT_MEASURE,SERIES
2000,138.953,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2001,141.07815,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2002,69.07583,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2003,64.07315,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2004,167.22733,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2005,108.96232,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2006,57.20668,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2007,46.35925,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2008,111.65726,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2009,295.8136,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2010,374.81473,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2011,374.42894,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2012,470.40178,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2013,471.69381,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2014,420.27974,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2015,310.18175,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2016,332.53745,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2017,267.42769,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2018,266.46614,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2019,373.08517,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2020,520.16972,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2021,470.72653,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
2022,323.41949,Constant USD,"Total official flows for infrastructure, by recipient countries (millions of constant 2023 United States dollars)"
