Year,Value,UNIT_MEASURE,SERIES
2006,17.0,Percent,Manufacturing employment as a proportion of total employment
2007,17.9,Percent,Manufacturing employment as a proportion of total employment
2008,16.6,Percent,Manufacturing employment as a proportion of total employment
2009,16.4,Percent,Manufacturing employment as a proportion of total employment
2010,16.8,Percent,Manufacturing employment as a proportion of total employment
2011,16.0,Percent,Manufacturing employment as a proportion of total employment
2012,15.5,Percent,Manufacturing employment as a proportion of total employment
2013,16.0,Percent,Manufacturing employment as a proportion of total employment
2014,16.1,Percent,Manufacturing employment as a proportion of total employment
2015,16.1,Percent,Manufacturing employment as a proportion of total employment
2016,17.3,Percent,Manufacturing employment as a proportion of total employment
2017,16.5,Percent,Manufacturing employment as a proportion of total employment
2018,17.7,Percent,Manufacturing employment as a proportion of total employment
2019,18.6,Percent,Manufacturing employment as a proportion of total employment
