Year,Value,UNIT_MEASURE,SERIES
2019,50.3733,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public (PPP, constant 2017 United States dollars)"
2020,45.7236,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public (PPP, constant 2017 United States dollars)"
2021,51.5904,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public (PPP, constant 2017 United States dollars)"
2019,1.2191,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, private (PPP, constant 2017 United States dollars)"
2020,3.822,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, private (PPP, constant 2017 United States dollars)"
2021,0.7207,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, private (PPP, constant 2017 United States dollars)"
2019,51.5924,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public and private (PPP, constant 2017 United States dollars)"
2020,49.5456,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public and private (PPP, constant 2017 United States dollars)"
2021,52.3112,Constant USD,"Total expenditure per capita spent on cultural and natural heritage, public and private (PPP, constant 2017 United States dollars)"
2019,48.9166,Constant USD,"Total expenditure per capita spent on cultural heritage, public and private (PPP, constant 2017 United States dollars)"
2020,46.6525,Constant USD,"Total expenditure per capita spent on cultural heritage, public and private (PPP, constant 2017 United States dollars)"
2021,49.279,Constant USD,"Total expenditure per capita spent on cultural heritage, public and private (PPP, constant 2017 United States dollars)"
2019,2.6759,Constant USD,"Total expenditure per capita spent on natural heritage, public and private (PPP, constant 2017 United States dollars)"
2020,2.8931,Constant USD,"Total expenditure per capita spent on natural heritage, public and private (PPP, constant 2017 United States dollars)"
2021,3.0322,Constant USD,"Total expenditure per capita spent on natural heritage, public and private (PPP, constant 2017 United States dollars)"
