Year,Value,UNIT_MEASURE,SERIES
2000,2111.65,Thousands of hectares,Forest area (hectares)
2010,2102.66,Thousands of hectares,Forest area (hectares)
2015,2160.5,Thousands of hectares,Forest area (hectares)
2016,2176.51,Thousands of hectares,Forest area (hectares)
2017,2187.91,Thousands of hectares,Forest area (hectares)
2018,2187.91,Thousands of hectares,Forest area (hectares)
2019,2187.91,Thousands of hectares,Forest area (hectares)
2020,2187.91,Thousands of hectares,Forest area (hectares)
2000,41.24316,Percent,Forest area as a proportion of total land area
2010,41.06758,Percent,Forest area as a proportion of total land area
2015,42.19727,Percent,Forest area as a proportion of total land area
2016,42.50996,Percent,Forest area as a proportion of total land area
2017,42.73262,Percent,Forest area as a proportion of total land area
2018,42.73262,Percent,Forest area as a proportion of total land area
2019,42.73262,Percent,Forest area as a proportion of total land area
2020,42.73262,Percent,Forest area as a proportion of total land area
2010,5120.0,Thousands of hectares,Land area (hectares)
2015,5120.0,Thousands of hectares,Land area (hectares)
2016,5120.0,Thousands of hectares,Land area (hectares)
2017,5120.0,Thousands of hectares,Land area (hectares)
2018,5120.0,Thousands of hectares,Land area (hectares)
2019,5120.0,Thousands of hectares,Land area (hectares)
2020,5120.0,Thousands of hectares,Land area (hectares)
