Year,Value,UNIT_MEASURE,SERIES
2010,1,NUMBER,Number of people requiring interventions against neglected tropical diseases
2011,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2012,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2013,1,NUMBER,Number of people requiring interventions against neglected tropical diseases
2014,2,NUMBER,Number of people requiring interventions against neglected tropical diseases
2015,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2016,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2017,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2018,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2019,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2020,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
2021,0,NUMBER,Number of people requiring interventions against neglected tropical diseases
