Year,Value,UNIT_MEASURE,SERIES
2015,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2016,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2017,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2018,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2019,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2020,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2021,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2022,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2023,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2024,100,Broj,"Zemlje s nacionalnim institucijama za ljudska prava sukladno Pariškim principima, A status (1 = DA; 0 = NE)"
2000,0,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2005,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2010,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2015,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2016,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2017,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2018,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2019,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2020,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2021,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2022,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2023,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
2024,2,Broj,"Zemlje s nacionalnim institucijama za ljudska prava u skladu s Pariškim načelima (0 = Nema statusa; 1 = Status B, djelomično usklađeno; 2 = Status A, potpuno usklađeno)"
