Year,Value,UNIT_MEASURE,SERIES
2010,,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2011,,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2012,,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2016,0.98,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2017,0.98,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2018,1.02,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2019,0.99,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2020,0.97,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2021,1.02,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
2022,0.98,Odnos,"Prilagođeni indeks rodnog pariteta za stopu učešća u organizovanom učenju (godinu dana prije zvanične dobi za upis u osnovnu školu), (omjer)"
