Year,Value,UNIT_MEASURE,SERIES
2008,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2009,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2010,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2011,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2012,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2013,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2014,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2015,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2016,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2017,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2018,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (SEEA tablice)
2008,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2009,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2010,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2011,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2012,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2013,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2014,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2015,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2016,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2017,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2018,0,Broj,Primjena standardnih računovodstvenih alata za praćenje ekonomskih i okolišnih aspekata turizma (tablice satelitskih računa turizma)
2008,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2009,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2010,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2011,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2012,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2013,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2014,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2015,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2016,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2017,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
2018,0,Broj,Primena standardnih računovodstvenih alata za praćenje ekonomskih i ekoloških aspekata turizma (broj tablica)
