Year,Value,UNIT_MEASURE,SERIES
2000,144.998375,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2001,148.152951,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2002,72.477524,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2003,67.152718,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2004,174.40491,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2005,115.333942,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2006,60.697177,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2007,49.177688,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2008,120.241041,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2009,313.513518,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2010,400.148916,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2011,402.328354,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2012,503.505481,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2013,503.102272,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2014,448.323311,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2015,329.215132,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2016,355.291126,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2017,287.598142,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2018,280.342752,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2019,396.367073,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2020,552.64742,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2021,502.431713,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2022,343.867054,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2023,307.860429,Konstantni američki dolari,"Ukupni zvanični tokovi za infrastrukturu, prema zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
