Year,Value,UNIT_MEASURE,SERIES
2017,61,Postotak,ER_H2O_IWRMD
2020,53,Postotak,ER_H2O_IWRMD
2023,65,Postotak,ER_H2O_IWRMD
2017,66,Postotak,ER_H2O_IWRMD_EE
2020,60,Postotak,ER_H2O_IWRMD_EE
2023,82,Postotak,ER_H2O_IWRMD_EE
2017,62,Postotak,ER_H2O_IWRMD_IP
2020,53,Postotak,ER_H2O_IWRMD_IP
2023,49,Postotak,ER_H2O_IWRMD_IP
2017,62,Postotak,ER_H2O_IWRMD_MI
2020,56,Postotak,ER_H2O_IWRMD_MI
2023,64,Postotak,ER_H2O_IWRMD_MI
2017,53,Postotak,ER_H2O_IWRMD_FI
2020,43,Postotak,ER_H2O_IWRMD_FI
2023,65,Postotak,ER_H2O_IWRMD_FI
