Year,Value,UNIT_MEASURE,SERIES
2000,28.3947,Postotak,BX_TRF_PWKR
2001,25.8596,Postotak,BX_TRF_PWKR
2002,22.2307,Postotak,BX_TRF_PWKR
2003,20.4509,Postotak,BX_TRF_PWKR
2004,20.2156,Postotak,BX_TRF_PWKR
2005,18.1571,Postotak,BX_TRF_PWKR
2006,16.704,Postotak,BX_TRF_PWKR
2007,17.0256,Postotak,BX_TRF_PWKR
2008,14.2191,Postotak,BX_TRF_PWKR
2009,12.0759,Postotak,BX_TRF_PWKR
2010,10.6094,Postotak,BX_TRF_PWKR
2011,10.5031,Postotak,BX_TRF_PWKR
2012,10.7143,Postotak,BX_TRF_PWKR
2013,10.7705,Postotak,BX_TRF_PWKR
2014,11.3539,Postotak,BX_TRF_PWKR
2015,10.9795,Postotak,BX_TRF_PWKR
2016,10.7846,Postotak,BX_TRF_PWKR
2017,11.0053,Postotak,BX_TRF_PWKR
2018,11.047,Postotak,BX_TRF_PWKR
2019,11.3881,Postotak,BX_TRF_PWKR
2020,9.5473,Postotak,BX_TRF_PWKR
2021,10.4778,Postotak,BX_TRF_PWKR
2022,10.547,Postotak,BX_TRF_PWKR
