Year,Value,UNIT_MEASURE,SERIES
2005,0.4,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2006,0.416,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2007,0.415,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2008,0.431,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2009,0.434,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2010,0.437,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2011,0.495,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2014,0.395,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2015,0.381,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2016,0.421,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2017,0.413,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2018,0.396,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2019,0.359,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2020,0.366,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2021,0.344,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
2022,0.328,Kilogrami po konstanti američkog dolara,Emisije ugljen-dioksida po jedinici BDP-a (kilogrami CO2 po konstantnom američkom dolaru iz 2021.)
