Year,Value,UNIT_MEASURE,SERIES
2010,1.349218,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2011,1.567778,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2012,1.765286,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2013,2.311288,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2014,2.119057,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2015,2.119057,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2016,1.992465,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2017,3.16746,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2018,4.587223,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2019,5.74539,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2020,3.832425,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2021,3.739739,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2022,3.154642,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
2023,3.816201,Milioni konstantni američki dolari,"Ukupni službeni tokovi za stipendije, po zemljama primateljima (u milijunima konstantnih američkih dolara iz 2023.)"
