Year,Value,UNIT_MEASURE,SERIES
2004,43.7,Postotak,Udio radne snage u BDP-u
2005,43.3,Postotak,Udio radne snage u BDP-u
2006,43.8,Postotak,Udio radne snage u BDP-u
2007,43.7,Postotak,Udio radne snage u BDP-u
2008,43.8,Postotak,Udio radne snage u BDP-u
2009,44.8,Postotak,Udio radne snage u BDP-u
2010,44.1,Postotak,Udio radne snage u BDP-u
2011,44.1,Postotak,Udio radne snage u BDP-u
2012,44.4,Postotak,Udio radne snage u BDP-u
2013,43.8,Postotak,Udio radne snage u BDP-u
2014,43.9,Postotak,Udio radne snage u BDP-u
2015,43.8,Postotak,Udio radne snage u BDP-u
2016,41.8,Postotak,Udio radne snage u BDP-u
2017,43.8,Postotak,Udio radne snage u BDP-u
2018,43.6,Postotak,Udio radne snage u BDP-u
2019,43.8,Postotak,Udio radne snage u BDP-u
