Year,Value,UNIT_MEASURE,SERIES
2002,0.85082,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2003,0.38036,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2004,4.59425,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2005,0.6276,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2006,1.74582,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2007,0.88814,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2008,3.65444,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2009,4.51277,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2010,12.36201,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2011,1.15427,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2012,2.69066,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2013,1.22647,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2014,1.52332,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2015,0.72172,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2016,4.089,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2017,19.06079,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
2018,11.49886,konstantni američki dolari,"Ukupna zvanična razvojna pomoć za biodiverzitet, po zemljama primateljima (milioni američkih dolara konstanta 2020.)"
