Year,UNIT_MEASURE,Type,Value
Q1 2019,OOOt,freight transported,0.442
Q2 2019,OOOt,freight transported,0.514
Q3 2019,OOOt,freight transported,0.737
Q1 2020,OOOt,freight transported,0.423
Q2 2020,OOOt,freight transported,0.566
Q3 2020,OOOt,freight transported,0.963
