Year,SERIES,UNIT_MEASURE,Value
2016,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,
2017,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,
2018,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,
2019,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,
2020,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,55.7833
2022,Data Sources performance index (Statistical Performance Indicators Pillar 4) (Index),Index,62.8417
2016,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,65.0
2017,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,65.0
2018,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,60.0
2019,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,60.0
2020,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,60.0
2021,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,80.0
2022,Data Infrastructure performance index (Statistical Performance Indicators Pillar 5) (Index),Index,80.0
2022,Open Data Inventory (ODIN) Coverage Index,Index,48.6
2024,Open Data Inventory (ODIN) Coverage Index,Index,51.4
