Year,UNIT_MEASURE,Type,Value
a)2019 Q1,OOOt,Tons of goods transported,2149
b)2019 Q2,OOOt,Tons of goods transported,2210
c)2019 Q3,OOOt,Tons of goods transported,2532
d)2019 Q4,OOOt,Tons of goods transported,2336
e)2020 Q1,OOOt,Tons of goods transported,1973
f)2020 Q2,OOOt,Tons of goods transported,2007
g)2020 Q3,OOOt,Tons of goods transported,2310
h)2020 Q4,OOOt,Tons of goods transported,2232
