Year,SERIES,UNIT_MEASURE,Value
2000,Red List Index,Index,0.89074
2001,Red List Index,Index,0.88685
2002,Red List Index,Index,0.88323
2003,Red List Index,Index,0.87941
2004,Red List Index,Index,0.87568
2005,Red List Index,Index,0.87188
2010,Red List Index,Index,0.8559
2015,Red List Index,Index,0.84613
2016,Red List Index,Index,0.84425
2017,Red List Index,Index,0.84237
2018,Red List Index,Index,0.84042
2019,Red List Index,Index,0.83808
2020,Red List Index,Index,0.83614
2021,Red List Index,Index,0.83388
2022,Red List Index,Index,0.8319
2023,Red List Index,Index,0.82985
2024,Red List Index,Index,0.82794
2025,Red List Index,Index,0.82639
