Year,SERIES,UNIT_MEASURE,Sex,Value
2010,"Prevalence rate of bribery, by sex (%)",Percent,Both sexes,20.7
2015,"Prevalence rate of bribery, by sex (%)",Percent,Both sexes,24.2
2010,"Prevalence rate of bribery, by sex (%)",Percent,Female,18.2
2010,"Prevalence rate of bribery, by sex (%)",Percent,Male,23.2
