Year,SERIES,UNIT_MEASURE,Value
2000,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,15.24948
2001,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,16.11846
2002,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,16.08008
2003,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,16.43675
2004,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,17.45184
2005,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,16.46155
2006,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,18.72169
2007,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,18.7885
2008,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,20.3794
2009,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,23.78287
2010,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,25.7402
2011,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,28.10784
2012,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,21.81644
2013,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,24.029
2014,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (Mt CO₂ equivalent),MT_CO2E,25.74
