Year,SERIES,UNIT_MEASURE,Value
2000,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,0.0
2005,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,0.0
2006,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,0.0
2007,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,0.0
2008,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2009,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2010,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2011,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2012,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2013,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2014,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2015,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2016,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2017,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2018,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2019,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,12.47799
2020,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,50.52469
2021,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,61.1251
2022,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,61.1251
2023,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,61.1251
2024,Average proportion of Mountain Key Biodiversity Areas (KBAs) covered by protected areas,Percent,61.1251
