Year,SERIES,UNIT_MEASURE,Value
2000,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,119.52539
2001,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,170.28839
2002,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,135.8804
2003,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,112.50207
2004,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,72.9443
2005,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,125.7222
2006,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,156.25368
2007,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,125.00686
2008,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,103.91298
2009,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,134.77671
2010,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,93.71438
2011,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,75.40217
2012,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,70.22853
2013,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,103.35003
2014,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,73.52987
2015,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,112.43427
2016,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,52.80163
2017,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,66.48583
2018,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,114.36868
2019,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,142.2284
2020,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,132.14342
2021,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,92.35408
2022,Total official development assistance (gross disbursement) for technical cooperation (millions of 2023 United States dollars),Millions of constant United States dollars,120.23179
