Year,SERIES,UNIT_MEASURE,Value
2000,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.01657
2001,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.01666
2002,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.01547
2003,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.01765
2004,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.01943
2005,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.02285
2006,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.0274
2007,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.02961
2008,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03109
2009,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03149
2010,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.0314
2011,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03191
2012,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.0279
2013,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03003
2014,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03101
2015,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03079
2016,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03323
2017,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03608
2018,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03674
2019,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03459
2020,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03487
2021,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03851
2022,Developing countries’ and least developed countries’ share of global merchandise exports (%),Percent,0.03881
2000,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.02957
2001,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03257
2002,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03208
2003,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03802
2004,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03751
2005,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03674
2006,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03754
2007,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.04956
2008,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.04979
2009,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.04761
2010,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.04265
2011,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03778
2012,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03429
2013,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03314
2014,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03166
2015,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03345
2016,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03521
2017,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03641
2018,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03768
2019,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03758
2020,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.02732
2021,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03663
2022,Developing countries’ and least developed countries’ share of global services exports (%),Percent,0.03982
2000,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.0478
2001,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05231
2002,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05811
2003,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.06171
2004,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.06239
2005,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.0656
2006,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05944
2007,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.06829
2008,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.07401
2009,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.0691
2010,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05979
2011,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05991
2012,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05368
2013,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05431
2014,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05763
2015,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05369
2016,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05644
2017,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05843
2018,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05869
2019,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05771
2020,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05522
2021,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.05765
2022,Developing countries’ and least developed countries’ share of global merchandise imports (%),Percent,0.0599
2000,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01732
2001,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0175
2002,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0188
2003,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0206
2004,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01939
2005,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01657
2006,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01575
2007,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01429
2008,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0161
2009,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01853
2010,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0139
2011,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01283
2012,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01141
2013,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.011096
2014,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01015
2015,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01164
2016,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01201
2017,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.0125
2018,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01255
2019,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01275
2020,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01121
2021,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01262
2022,Developing countries’ and least developed countries’ share of global services imports (%),Percent,0.01371
