Year,UNIT_MEASURE,Type,Value
a)2019 Q1,TONNES_T,Tons of goods transported,3340
b)2019 Q2,TONNES_T,Tons of goods transported,3686
c)2019 Q3,TONNES_T,Tons of goods transported,3345
d)2019 Q4,TONNES_T,Tons of goods transported,3322
e)2020 Q1,TONNES_T,Tons of goods transported,2864
f)2020 Q2,TONNES_T,Tons of goods transported,2710
g)2020 Q3,TONNES_T,Tons of goods transported,2801
h)2020 Q4,TONNES_T,Tons of goods transported,3136
