Year,Value,UNIT_MEASURE,SERIES
2000,1.083,На 100 становника,IT_USE_II99
2001,1.201,На 100 становника,IT_USE_II99
2002,2.648,На 100 становника,IT_USE_II99
2003,3.965,На 100 становника,IT_USE_II99
2004,15.469,На 100 становника,IT_USE_II99
2005,21.327,На 100 становника,IT_USE_II99
2006,25.122,На 100 становника,IT_USE_II99
2007,27.92,На 100 становника,IT_USE_II99
2008,34.66,На 100 становника,IT_USE_II99
2009,37.74,На 100 становника,IT_USE_II99
2010,42.75,На 100 становника,IT_USE_II99
2011,43.888,На 100 становника,IT_USE_II99
2012,45.065,На 100 становника,IT_USE_II99
2013,48.521,На 100 становника,IT_USE_II99
2014,49.918,На 100 становника,IT_USE_II99
2015,52.6,На 100 становника,IT_USE_II99
2016,60.257,На 100 становника,IT_USE_II99
2017,64.892,На 100 становника,IT_USE_II99
2018,70.12,На 100 становника,IT_USE_II99
2019,69.946,На 100 становника,IT_USE_II99
