Year,Value,UNIT_MEASURE,SERIES
2006,17.0,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2007,17.9,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2008,16.6,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2009,16.4,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2010,16.8,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2011,16.0,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2012,15.5,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2013,16.0,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2014,16.1,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2015,16.1,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2016,17.3,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2017,16.5,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2018,17.7,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
2019,18.6,Проценат,Запосленост у прерађивачкој индустрији као удио укупне запослености
