Year,Value,UNIT_MEASURE,SERIES
2000,17,На 100.000 живорођених,SH_STA_MORT
2001,16,На 100.000 живорођених,SH_STA_MORT
2002,14,На 100.000 живорођених,SH_STA_MORT
2003,14,На 100.000 живорођених,SH_STA_MORT
2004,14,На 100.000 живорођених,SH_STA_MORT
2005,13,На 100.000 живорођених,SH_STA_MORT
2006,13,На 100.000 живорођених,SH_STA_MORT
2007,13,На 100.000 живорођених,SH_STA_MORT
2008,11,На 100.000 живорођених,SH_STA_MORT
2009,11,На 100.000 живорођених,SH_STA_MORT
2010,11,На 100.000 живорођених,SH_STA_MORT
2011,10,На 100.000 живорођених,SH_STA_MORT
2012,10,На 100.000 живорођених,SH_STA_MORT
2013,10,На 100.000 живорођених,SH_STA_MORT
2014,10,На 100.000 живорођених,SH_STA_MORT
2015,10,На 100.000 живорођених,SH_STA_MORT
2016,10,На 100.000 живорођених,SH_STA_MORT
2017,10,На 100.000 живорођених,SH_STA_MORT
