Year,Value,UNIT_MEASURE,SERIES
2014,,Тоне,Рециклажа електронског отпада (тоне)
2015,,Тоне,Рециклажа електронског отпада (тоне)
2016,,Тоне,Рециклажа електронског отпада (тоне)
2017,,Тоне,Рециклажа електронског отпада (тоне)
2018,,Тоне,Рециклажа електронског отпада (тоне)
2019,,Тоне,Рециклажа електронског отпада (тоне)
2014,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2015,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2016,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2017,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2018,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2019,,Килограми,"Рециклажа електронског отпада, по становнику (Kg)"
2014,,Проценат,"Рециклажа електронског отпада, стопа (%)"
2012,,Проценат,Удио рециклираног комуналног отпада (%)
2014,,Проценат,Удио рециклираног комуналног отпада (%)
2015,,Проценат,Удио рециклираног комуналног отпада (%)
2016,,Проценат,Удио рециклираног комуналног отпада (%)
2017,,Проценат,Удио рециклираног комуналног отпада (%)
2014,0.0,Тоне,Комунални отпад рециклиран (тоне)
2015,0.0,Тоне,Комунални отпад рециклиран (тоне)
2016,0.0,Тоне,Комунални отпад рециклиран (тоне)
2017,0.0,Тоне,Комунални отпад рециклиран (тоне)
2023,12000.0,Тоне,Комунални отпад рециклиран (тоне)
