Year,Value,UNIT_MEASURE,SERIES
2006,0.40624,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2007,0.40485,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2008,0.4219,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2009,0.4341,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2010,0.43634,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2011,0.49381,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2012,0.46067,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2013,0.44718,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2014,0.3944,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2015,0.38076,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2016,0.42053,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2017,0.41305,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2018,0.39604,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2019,0.35931,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2020,0.3662,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2021,0.34399,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2022,0.32844,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
2023,0.29842,Килограми по константи америчког долара,Емисије угљен-диоксида по јединици БДП-а (килограми ЦО2 по константи у америчким доларима из 2021.)
