Year,Value,UNIT_MEASURE,SERIES
2000,20.14956,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2001,43.995,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2002,10.70413,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2003,14.67445,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2004,43.89724,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2005,21.00883,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2006,17.06004,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2007,17.24927,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2008,14.73173,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2009,18.19714,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2010,28.96376,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2011,43.96096,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2012,43.37348,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2013,37.77209,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2014,43.69131,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2015,69.51713,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2016,49.68914,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2017,49.65471,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2018,16.94918,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2019,27.85823,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2020,22.61613,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2021,20.40756,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
2022,7.07725,Милиони константни амерички долари,"Укупна званична развојна помоћ (бруто исплата) за водоснабдијевање и канализацију, према земљама примаоцима (милиони америчких долара константа 2023.)"
