Year,Value,UNIT_MEASURE,SERIES
2000,124.466193,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2001,177.728778,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2002,141.082284,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2003,116.704754,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2004,74.704283,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2005,130.958171,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2006,165.830915,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2007,132.198652,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2008,110.331646,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2009,143.030841,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2010,98.691435,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2011,80.222122,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2012,73.818258,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2013,109.174514,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2014,77.64753,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2015,118.244781,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2016,56.191673,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2017,70.734862,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2018,120.794887,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2019,157.196868,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2020,141.575242,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2021,98.717662,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2022,127.709817,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
2023,84.49103,Милиони константни амерички долари,Укупна званична развојна помоћ (бруто исплата) за техничку сарадњу (милиони америчких долара из 2023. године)
