Year,Value,UNIT_MEASURE,SERIES
2010,807404829,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2011,909534613,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2012,828592009,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2013,867795096,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2014,1055825315,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2015,840479293,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2016,820185918,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2017,994149740,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2018,1106899767,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2019,1099211448,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2020,1135049964,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2021,1305165479,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2022,1420014541,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2023,1525228383,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2024,1518653121,(текући амерички долари),Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари)
2010,259121986,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2011,292867322,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2012,249659960,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2013,287045317,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2014,316051618,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2015,264719782,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2016,268504132,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2017,325846642,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2018,371773743,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2019,423096732,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2020,440116863,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2021,532174781,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2022,566383147,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2023,608733402,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2024,617290361,(текући амерички долари),Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари)
2010,548282843,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2011,616667292,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2012,578932049,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2013,580749777,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2014,739773696,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2015,575759510,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2016,551681782,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2017,668303000,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2018,735125933,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2019,676114612,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2020,694933101,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2021,772990698,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2022,853631393,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2023,916494981,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
2024,901362760,(текући амерички долари),Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари)
