Year,Value,UNIT_MEASURE,SERIES
2004,43.7,PT,Удио радне снаге у БДП-у
2005,43.3,PT,Удио радне снаге у БДП-у
2006,43.8,PT,Удио радне снаге у БДП-у
2007,43.7,PT,Удио радне снаге у БДП-у
2008,43.8,PT,Удио радне снаге у БДП-у
2009,44.8,PT,Удио радне снаге у БДП-у
2010,44.1,PT,Удио радне снаге у БДП-у
2011,44.1,PT,Удио радне снаге у БДП-у
2012,44.4,PT,Удио радне снаге у БДП-у
2013,43.8,PT,Удио радне снаге у БДП-у
2014,43.9,PT,Удио радне снаге у БДП-у
2015,43.8,PT,Удио радне снаге у БДП-у
2016,41.8,PT,Удио радне снаге у БДП-у
2017,43.8,PT,Удио радне снаге у БДП-у
2018,43.6,PT,Удио радне снаге у БДП-у
2019,43.8,PT,Удио радне снаге у БДП-у
2020,53.5,PT,Удио радне снаге у БДП-у
