Year,Value,UNIT_MEASURE,SERIES
2000,154.28,Тона по хектару,Надземна биомаса у шуми (тоне по хектару)
2010,168.49,Тона по хектару,Надземна биомаса у шуми (тоне по хектару)
2015,168.33,Тона по хектару,Надземна биомаса у шуми (тоне по хектару)
2020,169.03,Тона по хектару,Надземна биомаса у шуми (тоне по хектару)
2010,-0.45,Проценат,Годишња стопа промјене шумске површине (%)
2015,0.15,Проценат,Годишња стопа промјене шумске површине (%)
2000,0.0,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2010,108.69,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2015,1496.12,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2016,1495.53,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2017,1532.62,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2018,1654.459,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2020,1888.803,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2022,1969.29,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2023,2003.53,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
2024,2005.49,Хиљаде хектара,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара)
