Year,Value,UNIT_MEASURE,SERIES
2000,144.998375,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2001,148.152951,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2002,72.477524,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2003,67.152718,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2004,174.40491,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2005,115.333942,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2006,60.697177,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2007,49.177688,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2008,120.241041,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2009,313.513518,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2010,400.148916,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2011,402.328354,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2012,503.505481,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2013,503.102272,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2014,448.323311,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2015,329.215132,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2016,355.291126,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2017,287.598142,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2018,280.342752,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2019,396.367073,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2020,552.64742,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2021,502.431713,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2022,343.867054,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
2023,307.860429,Kонстантни амерички долари,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)"
